Bib ID,Tipo,Autor,Año,Título,Revista o editorial,Volumen,Número,Páginas,Ciudad,DOI,URL,ISBN,ISSN,Cobertura geográfica,Temas,Idioma,Estado de verificación,Notas,Cita sugerida
BIB-L-0288,Libro,"Tovar, Andres Pardo",1963,Ritmica y melodica del folclor Chocoano,"Universidad nacional de Colombia, Conservatorio nacional de musica, Centro de estudios folclóricos y musicales,",,,,Bogotá,,,,,,,,No verificado externamente,,"Tovar, Andres Pardo. (1963). Ritmica y melodica del folclor Chocoano. Universidad nacional de Colombia, Conservatorio nacional de musica, Centro de estudios folclóricos y musicales,."
BIB-L-0289,Libro,"Tovar, Andres Pardo",1963,Ritmica y melodica del folclor Chocoano,"Universidad Nacional de Colombia,",,,,Bogotá,,,,,,,,No verificado externamente,,"Tovar, Andres Pardo. (1963). Ritmica y melodica del folclor Chocoano. Universidad Nacional de Colombia,."
BIB-L-0290,Libro,"Tovar, Andres Pardo",1963,Ritmica y melodica del folclor Chocoano,,,,,Bogotá,,,,,,,,No verificado externamente,,"Tovar, Andres Pardo. (1963). Ritmica y melodica del folclor Chocoano."
BIB-L-0291,Libro,"Urrea, Jesus Pinzon",1963,Ritmica y melodica del folclor Chocoano,"Universidad nacional de Colombia, Conservatorio nacional de musica, Centro de estudios folclóricos y musicales,",,,,Bogotá,,,,,,,,No verificado externamente,,"Urrea, Jesus Pinzon. (1963). Ritmica y melodica del folclor Chocoano. Universidad nacional de Colombia, Conservatorio nacional de musica, Centro de estudios folclóricos y musicales,."
BIB-L-0292,Libro,"Urrea, Jesus Pinzon",1963,Ritmica y melodica del folclor Chocoano,"Universidad Nacional de Colombia,",,,,Bogotá,,,,,,,,No verificado externamente,,"Urrea, Jesus Pinzon. (1963). Ritmica y melodica del folclor Chocoano. Universidad Nacional de Colombia,."
BIB-L-0293,Libro,"Urrea, Jesus Pinzon",1963,Ritmica y melodica del folclor Chocoano,,,,,Bogotá,,,,,,,,No verificado externamente,,"Urrea, Jesus Pinzon. (1963). Ritmica y melodica del folclor Chocoano."
BIB-L-0294,Libro,"Wilbert, Johannes",1963,Indios de la región Orinoco Ventuari,Fundación La Salle de Ciencias Naturales,,,,Caracas,,,,,,,,No verificado externamente,,"Wilbert, Johannes. (1963). Indios de la región Orinoco Ventuari. Fundación La Salle de Ciencias Naturales."
BIB-L-0295,Libro,"Zapata Olivella, Manuel",1963,En Chimá nace un santo,Seix Barral,,,,Barcelona,,,,,,,,No verificado externamente,,"Zapata Olivella, Manuel. (1963). En Chimá nace un santo. Seix Barral."
BIB-L-0296,Libro,"Alcacer, Antonio de",1964,Los Barí: Cultura del pueblo Motilón,Centro Capuchino de Historia y Antropología,,,,Bogotá,,,,,,,,No verificado externamente,,"Alcacer, Antonio de. (1964). Los Barí: Cultura del pueblo Motilón. Centro Capuchino de Historia y Antropología."
BIB-L-0297,Libro,"Atlas, Y E L",1964,El Atlas Lingüistico-Etnografico De Colombia ( Alec ),"Instituto Caro y Cuervo,",,,,Bogotá,,,,,,,,No verificado externamente,,"Atlas, Y E L. (1964). El Atlas Lingüistico-Etnografico De Colombia ( Alec ). Instituto Caro y Cuervo,."
BIB-L-0298,Libro,"Carrasquilla, Tomás",1964,Obras Completas (Tomo II),Bedout,,,,Medellín,,,,,,,,No verificado externamente,,"Carrasquilla, Tomás. (1964). Obras Completas (Tomo II). Bedout."
BIB-L-0299,Libro,"Comparativas, Notas",1964,El Atlas Lingüistico-Etnografico De Colombia ( Alec ),"Instituto Caro y Cuervo,",,,,Bogotá,,,,,,,,No verificado externamente,,"Comparativas, Notas. (1964). El Atlas Lingüistico-Etnografico De Colombia ( Alec ). Instituto Caro y Cuervo,."
BIB-L-0300,Libro,"Escalante, Aquiles",1964,El Negro en Colombia. Monografía Sociológica No. 18,Universidad Nacional de Colombia,,,,Bogotá,,,,,,,,No verificado externamente,,"Escalante, Aquiles. (1964). El Negro en Colombia. Monografía Sociológica No. 18. Universidad Nacional de Colombia."
BIB-L-0301,Libro,"Hungría, Lingüístico D E",1964,El Atlas Lingüistico-Etnografico De Colombia ( Alec ),"Instituto Caro y Cuervo,",,,,Bogotá,,,,,,,,No verificado externamente,,"Hungría, Lingüístico D E. (1964). El Atlas Lingüistico-Etnografico De Colombia ( Alec ). Instituto Caro y Cuervo,."
BIB-L-0302,Libro,Instituto Nacional de Nutrición,1964,"Encuesta alimenticia de la vereda de Llanadas, Municipio de Manzanares, Caldas",Imprenta P.E.S.,,,,Bogotá,,,,,,,,No verificado externamente,,"Instituto Nacional de Nutrición. (1964). Encuesta alimenticia de la vereda de Llanadas, Municipio de Manzanares, Caldas. Imprenta P.E.S.."
BIB-L-0303,Libro,"Jaime, Euclides",1964,Contribución al vocabulario de colombianismos,Imprenta Departamental,,,,Cúcuta,,,,,,,,No verificado externamente,,"Jaime, Euclides. (1964). Contribución al vocabulario de colombianismos. Imprenta Departamental."
BIB-L-0304,Libro,"Martínez Villalba, Víctor",1964,Vida de las hormigas culonas santandereanas,,,,,Bucaramanga,,,,,,,,No verificado externamente,,"Martínez Villalba, Víctor. (1964). Vida de las hormigas culonas santandereanas."
BIB-L-0305,Libro,"Mendoza Varela, Eduardo",1964,De las cosas del campo,Ediciones Sol de América,,,,Bogotá,,,,,,,,No verificado externamente,,"Mendoza Varela, Eduardo. (1964). De las cosas del campo. Ediciones Sol de América."
BIB-L-0306,Libro,"Rojas Rueda, José Manuel",1964,Historia y tradiciones de la Villa de Aratoca,Imprenta del Departamento,,,,Bucaramanga,,,,,,,,No verificado externamente,,"Rojas Rueda, José Manuel. (1964). Historia y tradiciones de la Villa de Aratoca. Imprenta del Departamento."
BIB-L-0307,Libro,Anónimo,1965,Historia del traje típico colombiano,Celanese y Librería Colombiana Camacho Roldán,,,,Bogotá,,,,,,,,No verificado externamente,,Anónimo. (1965). Historia del traje típico colombiano. Celanese y Librería Colombiana Camacho Roldán.
BIB-L-0308,Libro,"Bodiger, Ute",1965,Die Religion der Tucano in Nordwestlichen Amazonas,Kolner ethnologische Mittelungen,,,,Colonia,,,,,,,,No verificado externamente,,"Bodiger, Ute. (1965). Die Religion der Tucano in Nordwestlichen Amazonas. Kolner ethnologische Mittelungen."
BIB-L-0309,Libro,"Escobar Uribe, Arturo",1965,"Salvo Ruiz, el último juglar",Editorial Presencia,,,,Bogotá,,,,,,,,No verificado externamente,,"Escobar Uribe, Arturo. (1965). Salvo Ruiz, el último juglar. Editorial Presencia."
BIB-L-0310,Libro,"Flórez, Luis",1965,El español hablado en Santander,Instituto Caro y Cuervo,,,,Bogotá,,,,,,,,No verificado externamente,,"Flórez, Luis. (1965). El español hablado en Santander. Instituto Caro y Cuervo."
BIB-L-0311,Libro,"Galindo, Julio Roberto",1965,Boyacá en la leyenda indígena,Imprenta Departamental,,,,Tunja,,,,,,,,No verificado externamente,,"Galindo, Julio Roberto. (1965). Boyacá en la leyenda indígena. Imprenta Departamental."
BIB-L-0312,Libro,"Moser, Brian y Tayler, Donald",1965,The cocaine eaters,Longmans,,,,Londres,,,,,,,,No verificado externamente,,"Moser, Brian y Tayler, Donald. (1965). The cocaine eaters. Longmans."
BIB-L-0313,Libro,"Schorr, Thomas",1965,Roldanillo: A village in Southwestern Colombia. Thesis,Tulane University,,,,Nueva Orleans,,,,,,,,No verificado externamente,,"Schorr, Thomas. (1965). Roldanillo: A village in Southwestern Colombia. Thesis. Tulane University."
BIB-L-0314,Libro,"Bermúdez Silva, Jesús y Abadía, Guillermo",1966,Algunos cantos tradicionales de la región de Guapi. Centro de estudios folclóricos y musicales del Conservatorio Nacional,Universidad Nacional,,,,Bogotá,,,,,,,,No verificado externamente,,"Bermúdez Silva, Jesús y Abadía, Guillermo. (1966). Algunos cantos tradicionales de la región de Guapi. Centro de estudios folclóricos y musicales del Conservatorio Nacional. Universidad Nacional."
BIB-L-0315,Libro,"Castro, Dicken",1966,La Guadua (compendio gráfico),Talleres del Banco de la República,,,,Bogotá,,,,,,,,No verificado externamente,,"Castro, Dicken. (1966). La Guadua (compendio gráfico). Talleres del Banco de la República."
BIB-L-0316,Libro,"Chavez Mendoza, Álvaro",1966,"Economía, Manufacturas y vivienda de los ljkas",Casa Colonial,,,,Pamplona,,,,,,,,No verificado externamente,,"Chavez Mendoza, Álvaro. (1966). Economía, Manufacturas y vivienda de los ljkas. Casa Colonial."
BIB-L-0317,Libro,"Holguín, Andrés y Carlos",1966,Toros y religión: El rito de la tauromaquia,Editorial Revista Colombiana,,,,Bogotá,,,,,,,,No verificado externamente,,"Holguín, Andrés y Carlos. (1966). Toros y religión: El rito de la tauromaquia. Editorial Revista Colombiana."
BIB-L-0318,Libro,"Lalinde, Luis",1966,"Diccionario ""jilosójico"" del paisa",Editorial Delta,,,,Medellín,,,,,,,,No verificado externamente,,"Lalinde, Luis. (1966). Diccionario ""jilosójico"" del paisa. Editorial Delta."
BIB-L-0319,Libro,"Montoya Toro, Jorge y Cardenal, Ernesto",1966,Literatura indígena americana,Universidad de Antioquia,,,,Medellín,,,,,,,,No verificado externamente,,"Montoya Toro, Jorge y Cardenal, Ernesto. (1966). Literatura indígena americana. Universidad de Antioquia."
BIB-L-0320,Libro,"Pardo Tovar, Andrés",1966,La poesía popular colombiana y sus orígenes españoles,Tercer Mundo,,,,Bogotá,,,,,,,,No verificado externamente,,"Pardo Tovar, Andrés. (1966). La poesía popular colombiana y sus orígenes españoles. Tercer Mundo."
BIB-L-0321,Libro,"Rodríguez Lamus, Luis Raúl",1966,Arquitectura indígena: Los Tucano,Editorial Andes,,,,Bogotá,,,,,,,,No verificado externamente,,"Rodríguez Lamus, Luis Raúl. (1966). Arquitectura indígena: Los Tucano. Editorial Andes."
BIB-L-0322,Libro,"Romieux, Michel",1966,Los Cuiva. Tesis,Instituto Colombiano de Antropología,,,,Bogotá,,,,,,,,No verificado externamente,,"Romieux, Michel. (1966). Los Cuiva. Tesis. Instituto Colombiano de Antropología."
BIB-L-0323,Libro,"Soriano Lleras, Andrés",1966,La medicina en el Nuevo Reino de Granada durante la Conquista y la Colonia,Universidad Nacional de Colombia,,,,Bogotá,,,,,,,,No verificado externamente,,"Soriano Lleras, Andrés. (1966). La medicina en el Nuevo Reino de Granada durante la Conquista y la Colonia. Universidad Nacional de Colombia."
BIB-L-0324,Libro,"Aguilera, Miguel",1967,Los clásicos y el habla popular del Nuevo Reino,Instituto Colombiano de Cultura Hispánica,,,,Bogotá,,,,,,,,No verificado externamente,,"Aguilera, Miguel. (1967). Los clásicos y el habla popular del Nuevo Reino. Instituto Colombiano de Cultura Hispánica."
BIB-L-0325,Libro,Biblioteca Luis-Ángel Arango,1967,Boletín cultural y bibliográfico.,,,,,,,,,,,,,No verificado externamente,,Biblioteca Luis-Ángel Arango. (1967). Boletín cultural y bibliográfico..
BIB-L-0326,Libro,"Camacho, Luis",1967,"El testamento del armadillo. Coplas en la Provincia de Velez, Santander",Antares Tercer Mundo,,,,Bogotá,,,,,,,,No verificado externamente,,"Camacho, Luis. (1967). El testamento del armadillo. Coplas en la Provincia de Velez, Santander. Antares Tercer Mundo."
BIB-L-0327,Libro,"Jiménez, Carlos",1967,Notas y Ensayos: Un intento de penetración al fenómeno antioqueño,Aguirre,,,,Medellín,,,,,,,,No verificado externamente,,"Jiménez, Carlos. (1967). Notas y Ensayos: Un intento de penetración al fenómeno antioqueño. Aguirre."
BIB-L-0328,Libro,"List, George",1967,The folk of the Atlantic Litoral of Colombia,Indiana University Press,,,,Bloomington,,,,,,,,No verificado externamente,,"List, George. (1967). The folk of the Atlantic Litoral of Colombia. Indiana University Press."
BIB-L-0329,Libro,"Molina Uribe, Antonio",1967,A echar cuentos: Consejas y leyendas del mito campesino,Bedout,,,,Medellín,,,,,,,,No verificado externamente,,"Molina Uribe, Antonio. (1967). A echar cuentos: Consejas y leyendas del mito campesino. Bedout."
BIB-L-0330,Libro,"Uribe, Arturo Escobar",1967,Rezadores y ayudados : influencia de la magia en el folclor,Gráf. Venus,,,,"Bogotá, D.E",,,,,,,,No verificado externamente,,"Uribe, Arturo Escobar. (1967). Rezadores y ayudados : influencia de la magia en el folclor. Gráf. Venus."
BIB-L-0331,Libro,"Zapata Olivella, Manuel",1967,"Chambacú, corral de Negros (novela)",Bedout,,,,Medellín,,,,,,,,No verificado externamente,,"Zapata Olivella, Manuel. (1967). Chambacú, corral de Negros (novela). Bedout."
BIB-L-0332,Libro,"Bermudez-Silva, Jesus",1968,"Algunos Cantos Nativos Tradicionales, de la Region de Guapi (Cauca)","Imprenta Nacional,",,,,Bogotá,,,,,,,,No verificado externamente,,"Bermudez-Silva, Jesus. (1968). Algunos Cantos Nativos Tradicionales, de la Region de Guapi (Cauca). Imprenta Nacional,."
BIB-L-0333,Libro,Biblioteca Luis-Ángel Arango,1968,Boletín cultural y bibliográfico.,,,,,,,,,,,,,No verificado externamente,,Biblioteca Luis-Ángel Arango. (1968). Boletín cultural y bibliográfico..
BIB-L-0334,Libro,"Fraser, Norman",1968,"Algunos Cantos Nativos Tradicionales, de la Region de Guapi (Cauca)","Imprenta Nacional,",,,,Bogotá,,,,,,,,No verificado externamente,,"Fraser, Norman. (1968). Algunos Cantos Nativos Tradicionales, de la Region de Guapi (Cauca). Imprenta Nacional,."
BIB-L-0335,Libro,"Goldman, Irving",1968,Los Cubeo,Instituto Indigenista Interamericano,,,,México,,,,,,,,No verificado externamente,,"Goldman, Irving. (1968). Los Cubeo. Instituto Indigenista Interamericano."
BIB-L-0336,Libro,"M., Guillermo Abadia",1968,"Algunos Cantos Nativos Tradicionales, de la Region de Guapi (Cauca)","Imprenta Nacional,",,,,Bogotá,,,,,,,,No verificado externamente,,"M., Guillermo Abadia. (1968). Algunos Cantos Nativos Tradicionales, de la Region de Guapi (Cauca). Imprenta Nacional,."
BIB-L-0337,Libro,"Martínez Villalba, Víctor",1968,Curiosidades de Santander,Pax,,,,Bucaramanga,,,,,,,,No verificado externamente,,"Martínez Villalba, Víctor. (1968). Curiosidades de Santander. Pax."
BIB-L-0338,Libro,"Meza, Blanca. Isaza de Jaramillo",1968,Romances y sonetos.,"V.,",,,,Colombia,,,,,,,,No verificado externamente,,"Meza, Blanca. Isaza de Jaramillo. (1968). Romances y sonetos.. V.,."
BIB-L-0339,Libro,"Reichel-Dolmatoff, Gerardo",1968,Desana: Simbolismo de los indios Tucano del Vaupés,Universidad de Los Andes,,,,Bogotá,,,,,,,,No verificado externamente,,"Reichel-Dolmatoff, Gerardo. (1968). Desana: Simbolismo de los indios Tucano del Vaupés. Universidad de Los Andes."
BIB-L-0340,Libro,"Rocha Castilla, Cesareo",1968,Prehistoria y folclor del Tolima,"Direccion de Educacion del Departamento,",,,,Colombia,,,,,,,,No verificado externamente,,"Rocha Castilla, Cesareo. (1968). Prehistoria y folclor del Tolima. Direccion de Educacion del Departamento,."
BIB-L-0341,Libro,"Villalba, Victor. Martínez",1968,Curiosidades de Santander. Con ilustraciones y coplas del autor.,,,,,Bucaramanga,,,,,,,,No verificado externamente,,"Villalba, Victor. Martínez. (1968). Curiosidades de Santander. Con ilustraciones y coplas del autor.."
BIB-L-0342,Libro,"Villalba, Víctor. Martínez",1968,Curiosidades de Santander.,"E. Pax,",,,,Bucaramanga,,,,,,,,No verificado externamente,,"Villalba, Víctor. Martínez. (1968). Curiosidades de Santander.. E. Pax,."
BIB-L-0343,Libro,"Zaenz, Napoleón",1968,Villa de Leiva: Tradiciones y anhelos,Litografía del Comando del Ejército,,,,Bogotá,,,,,,,,No verificado externamente,,"Zaenz, Napoleón. (1968). Villa de Leiva: Tradiciones y anhelos. Litografía del Comando del Ejército."
BIB-L-0344,Libro,"Almeida, Renato",1969,Danses africaines en Amerique Latine,Ministerio de Educacao e cultura,,,,Río de Janeiro,,,,,,,,No verificado externamente,,"Almeida, Renato. (1969). Danses africaines en Amerique Latine. Ministerio de Educacao e cultura."
BIB-L-0345,Libro,"Beutler, Gisela",1969,Studien zum Spanischen romancero In Kolumbien,Carl Winter Universität,,,,Heidelberg,,,,,,,,No verificado externamente,,"Beutler, Gisela. (1969). Studien zum Spanischen romancero In Kolumbien. Carl Winter Universität."
BIB-L-0346,Libro,"Bristol, Melvin",1969,Three Datura drugs of the Colombian Sibundoy,"Botanical Museum Leaflets, Harvard University",,,,Cambridge,,,,,,,,No verificado externamente,,"Bristol, Melvin. (1969). Three Datura drugs of the Colombian Sibundoy. Botanical Museum Leaflets, Harvard University."
BIB-L-0347,Libro,"Celis, Lilia. Montaña de Silva",1969,Dos leyendas aborígenes del lago de Tota. Presentación de Andrés Pardo Tovar.,Lotería de Beneficencia de Boyacá,,,,Bogotá,,,,,,,,No verificado externamente,,"Celis, Lilia. Montaña de Silva. (1969). Dos leyendas aborígenes del lago de Tota. Presentación de Andrés Pardo Tovar.. Lotería de Beneficencia de Boyacá."
BIB-L-0348,Libro,"Flórez, Luis",1969,Léxico del cuerpo humano,Instituto Caro y Cuervo,,,,Bogotá,,,,,,,,No verificado externamente,,"Flórez, Luis. (1969). Léxico del cuerpo humano. Instituto Caro y Cuervo."
BIB-L-0349,Libro,"Gómez, Antonio",1969,Los Cuna: Aspectos culturales de su adaptación al ambiente,Universidad de los Andes,,,,Bogotá,,,,,,,,No verificado externamente,,"Gómez, Antonio. (1969). Los Cuna: Aspectos culturales de su adaptación al ambiente. Universidad de los Andes."
BIB-L-0350,Libro,"Martinez, Ramiro. Pinzon",1969,La ensaladilla en el folclor nortesantandereano,"Editorial Stella,",,,,Bogotá,,,,,,,,No verificado externamente,,"Martinez, Ramiro. Pinzon. (1969). La ensaladilla en el folclor nortesantandereano. Editorial Stella,."
BIB-L-0351,Libro,"Montaña de Silva, Lilia",1969,Dos leyendas aborígenes del lago de Tota,Ediciones de la Beneficiencia y la Industria de Licores de Boyacá,,,,Bogotá,,,,,,,,No verificado externamente,,"Montaña de Silva, Lilia. (1969). Dos leyendas aborígenes del lago de Tota. Ediciones de la Beneficiencia y la Industria de Licores de Boyacá."
BIB-L-0352,Libro,"Ripoll, Carlos",1969,Obras completas,Universidad Externado de Colombia,,,,,,,,,,,,No verificado externamente,,"Ripoll, Carlos. (1969). Obras completas. Universidad Externado de Colombia."
BIB-L-0353,Libro,"Ripoll, Carlos",1969,Obras completas,Universidad Externado de Colombia,,,,Bogotá,,,,,,,,No verificado externamente,,"Ripoll, Carlos. (1969). Obras completas. Universidad Externado de Colombia."
BIB-L-0354,Libro,"Ripoll, Carlos",1969,Obras completas,Universidad Externado de Colombia,,,,Colombia,,,,,,,,No verificado externamente,,"Ripoll, Carlos. (1969). Obras completas. Universidad Externado de Colombia."
BIB-L-0355,Libro,"Ripoll, Carlos",1969,Obras completas,Universidad Externado de Colombia,,,,Bogotá,,,,,,,,No verificado externamente,,"Ripoll, Carlos. (1969). Obras completas. Universidad Externado de Colombia."
